avg_score,episode_count,frame_count,interval_lower,interval_upper,min,max
21.3,9,1000,8.9277948281,33.6722051719,4.0,50.0
50.0,10,2000,50.0,50.0,50.0,50.0
30.3,18,3000,17.4587291562,43.1412708438,4.0,50.0
50.0,21,4000,50.0,50.0,50.0,50.0
50.0,21,5000,50.0,50.0,50.0,50.0
50.0,21,6000,50.0,50.0,50.0,50.0
50.0,21,7000,50.0,50.0,50.0,50.0
50.0,25,8000,50.0,50.0,50.0,50.0
50.0,25,9000,50.0,50.0,50.0,50.0
50.0,26,10000,50.0,50.0,50.0,50.0
50.0,26,11000,50.0,50.0,50.0,50.0
50.0,29,12000,50.0,50.0,50.0,50.0
50.0,29,13000,50.0,50.0,50.0,50.0
50.0,30,14000,50.0,50.0,50.0,50.0
50.0,30,15000,50.0,50.0,50.0,50.0
50.0,30,16000,50.0,50.0,50.0,50.0
50.0,30,17000,50.0,50.0,50.0,50.0
50.0,31,18000,50.0,50.0,50.0,50.0
50.0,35,19000,50.0,50.0,50.0,50.0
50.0,38,20000,50.0,50.0,50.0,50.0
50.0,38,21000,50.0,50.0,50.0,50.0
50.0,38,22000,50.0,50.0,50.0,50.0
50.0,39,23000,50.0,50.0,50.0,50.0
50.0,42,24000,50.0,50.0,50.0,50.0
50.0,43,25000,50.0,50.0,50.0,50.0
50.0,44,26000,50.0,50.0,50.0,50.0
50.0,46,27000,50.0,50.0,50.0,50.0
50.0,48,28000,50.0,50.0,50.0,50.0
50.0,51,29000,50.0,50.0,50.0,50.0
50.0,52,30000,50.0,50.0,50.0,50.0
50.0,52,31000,50.0,50.0,50.0,50.0
50.0,52,32000,50.0,50.0,50.0,50.0
50.0,54,33000,50.0,50.0,50.0,50.0
50.0,58,34000,50.0,50.0,50.0,50.0
50.0,61,35000,50.0,50.0,50.0,50.0
50.0,61,36000,50.0,50.0,50.0,50.0
50.0,61,37000,50.0,50.0,50.0,50.0
50.0,63,38000,50.0,50.0,50.0,50.0
50.0,64,39000,50.0,50.0,50.0,50.0
50.0,66,40000,50.0,50.0,50.0,50.0
50.0,68,41000,50.0,50.0,50.0,50.0
50.0,69,42000,50.0,50.0,50.0,50.0
50.0,70,43000,50.0,50.0,50.0,50.0
50.0,72,44000,50.0,50.0,50.0,50.0
50.0,75,45000,50.0,50.0,50.0,50.0
50.0,76,46000,50.0,50.0,50.0,50.0
50.0,77,47000,50.0,50.0,50.0,50.0
50.0,78,48000,50.0,50.0,50.0,50.0
50.0,78,49000,50.0,50.0,50.0,50.0
50.0,79,50000,50.0,50.0,50.0,50.0
50.0,80,51000,50.0,50.0,50.0,50.0
50.0,81,52000,50.0,50.0,50.0,50.0
50.0,81,53000,50.0,50.0,50.0,50.0
50.0,82,54000,50.0,50.0,50.0,50.0
50.0,84,55000,50.0,50.0,50.0,50.0
50.0,84,56000,50.0,50.0,50.0,50.0
50.0,86,57000,50.0,50.0,50.0,50.0
50.0,88,58000,50.0,50.0,50.0,50.0
50.0,89,59000,50.0,50.0,50.0,50.0
50.0,91,60000,50.0,50.0,50.0,50.0
50.0,95,61000,50.0,50.0,50.0,50.0
50.0,95,62000,50.0,50.0,50.0,50.0
50.0,95,63000,50.0,50.0,50.0,50.0
50.0,96,64000,50.0,50.0,50.0,50.0
50.0,98,65000,50.0,50.0,50.0,50.0
