avg_score,episode_count,frame_count,interval_lower,interval_upper,min,max
0.3,14,1000,-0.0455502144049,0.645550214405,0.0,1.0
1.6,20,2000,0.329248329085,2.87075167091,0.0,5.0
2.9,30,3000,1.97956175938,3.82043824062,2.0,6.0
2.1,38,4000,1.2435611206,2.9564388794,1.0,5.0
24.4,46,5000,6.56478795756,42.2352120424,3.0,80.0
37.0,47,6000,15.2654945151,58.7345054849,3.0,100.0
42.7,48,7000,13.5930894676,71.8069105324,2.0,100.0
100.0,50,8000,100.0,100.0,100.0,100.0
100.0,52,9000,100.0,100.0,100.0,100.0
100.0,53,10000,100.0,100.0,100.0,100.0
100.0,54,11000,100.0,100.0,100.0,100.0
100.0,55,12000,100.0,100.0,100.0,100.0
100.0,56,13000,100.0,100.0,100.0,100.0
100.0,56,14000,100.0,100.0,100.0,100.0
100.0,57,15000,100.0,100.0,100.0,100.0
100.0,57,16000,100.0,100.0,100.0,100.0
100.0,57,17000,100.0,100.0,100.0,100.0
100.0,58,18000,100.0,100.0,100.0,100.0
100.0,58,19000,100.0,100.0,100.0,100.0
100.0,58,20000,100.0,100.0,100.0,100.0
100.0,59,21000,100.0,100.0,100.0,100.0
100.0,60,22000,100.0,100.0,100.0,100.0
100.0,61,23000,100.0,100.0,100.0,100.0
100.0,62,24000,100.0,100.0,100.0,100.0
100.0,62,25000,100.0,100.0,100.0,100.0
