avg_score,episode_count,frame_count,interval_lower,interval_upper,min,max
4.0,209,20000,1.5449832925,6.4550167075,1.0,11.0
1.4,352,40000,-0.0776348711193,2.87763487112,0.0,7.0
8.0,502,60000,4.33682622909,11.6631737709,1.0,17.0
57.3,575,80000,28.195043004,86.404956996,1.0,100.0
41.1,658,100000,12.3401414255,69.8598585745,1.0,100.0
43.0,741,120000,22.3274093443,63.6725906557,5.0,93.0
15.8,854,140000,5.64517898813,25.9548210119,1.0,47.0
8.1,973,160000,2.91455327845,13.2854467216,3.0,26.0
6.8,1070,180000,-0.0928802737822,13.6928802738,0.0,31.0
20.2,1149,200000,5.09710056016,35.3028994398,1.0,61.0
71.2,1245,220000,46.7524168152,95.6475831848,11.0,100.0
86.8,1335,240000,71.1207865124,102.479213488,43.0,100.0
5.7,1411,260000,1.38078687079,10.0192131292,1.0,21.0
19.4,1488,280000,10.3878909095,28.4121090905,1.0,46.0
5.6,1582,300000,2.79476296108,8.40523703892,1.0,11.0
61.9,1702,320000,34.1872667372,89.6127332628,3.0,100.0
13.6,1794,340000,5.1546132591,22.0453867409,4.0,43.0
60.6,1902,360000,38.651505051,82.548494949,16.0,100.0
64.5,1989,380000,41.2139392594,87.7860607406,18.0,100.0
26.6,2082,400000,8.64721771917,44.5527822808,2.0,83.0
3.3,2191,420000,1.06184853544,5.53815146456,0.0,10.0
20.4,2272,440000,6.53609525108,34.2639047489,1.0,52.0
68.3,2377,460000,47.5997854993,89.0002145007,28.0,100.0
31.6,2443,480000,11.4364643205,51.7635356795,0.0,82.0
16.0,2525,500000,9.29783577835,22.7021642217,3.0,33.0
