avg_score,episode_count,frame_count,interval_lower,interval_upper,min,max
5.4,256,20000,2.45629691562,8.34370308438,0.0,13.0
6.4,410,40000,2.65698238326,10.1430176167,0.0,16.0
11.5,548,60000,5.36245823126,17.6375417687,1.0,26.0
19.9,671,80000,7.89445347495,31.905546525,1.0,53.0
13.1,770,100000,4.45334995661,21.7466500434,0.0,38.0
75.2,857,120000,47.2454971674,103.154502833,5.0,100.0
12.4,941,140000,7.06591207788,17.7340879221,2.0,25.0
33.4,1013,160000,16.1415873707,50.6584126293,5.0,75.0
21.5,1113,180000,1.45227249729,41.5477275027,1.0,88.0
7.0,1234,200000,0.426323688804,13.5736763112,1.0,32.0
80.0,1321,220000,55.8773938744,104.122606126,4.0,100.0
46.6,1382,240000,23.3067371142,69.8932628858,1.0,100.0
84.4,1459,260000,66.2331267504,102.56687325,39.0,100.0
83.8,1524,280000,63.7280375778,103.871962422,22.0,100.0
72.6,1595,300000,48.7781495889,96.4218504111,14.0,100.0
75.7,1647,320000,50.3969634318,101.003036568,10.0,100.0
2.8,1730,340000,0.990274269807,4.60972573019,1.0,7.0
36.5,1818,360000,15.0545326852,57.9454673148,8.0,100.0
75.5,1874,380000,47.7159577074,103.284042293,0.0,100.0
93.4,1911,400000,78.4697627259,108.330237274,34.0,100.0
71.1,1950,420000,45.596860228,96.603139772,9.0,100.0
83.8,1996,440000,58.7051184151,108.894881585,2.0,100.0
5.2,2052,460000,1.22706691609,9.17293308391,1.0,20.0
76.1,2096,480000,53.1182199876,99.0817800124,18.0,100.0
89.3,2138,500000,72.151151012,106.448848988,24.0,100.0
