avg_score,episode_count,frame_count,interval_lower,interval_upper,min,max
7.3,200,20000,-0.623293147741,15.2232931477,1.0,35.0
45.1,284,40000,19.2074396333,70.9925603667,2.0,100.0
5.1,372,60000,1.01905064425,9.18094935575,0.0,16.0
58.7,462,80000,31.3328842553,86.0671157447,2.0,100.0
69.5,507,100000,46.1749034551,92.8250965449,30.0,100.0
65.7,558,120000,36.8974689369,94.5025310631,3.0,100.0
82.6,637,140000,59.5817557621,105.618244238,20.0,100.0
81.7,708,160000,58.4877982303,104.91220177,8.0,100.0
4.0,797,180000,2.09238158413,5.90761841587,1.0,10.0
65.9,920,200000,34.5284299864,97.2715700136,2.0,100.0
8.7,1000,220000,-0.399072393284,17.7990723933,2.0,41.0
48.9,1072,240000,16.510048557,81.289951443,2.0,100.0
7.3,1139,260000,2.4711201007,12.1288798993,2.0,17.0
2.0,1230,280000,0.831827064293,3.16817293571,0.0,5.0
91.6,1286,300000,72.597879833,110.602120167,16.0,100.0
2.6,1385,320000,1.32924832909,3.87075167091,1.0,6.0
87.9,1476,340000,69.4281788803,106.37182112,31.0,100.0
7.6,1559,360000,3.90283569782,11.2971643022,1.0,17.0
87.3,1629,380000,71.3110663459,103.288933654,40.0,100.0
90.1,1686,400000,67.7046440889,112.495355911,1.0,100.0
1.0,1749,420000,0.173976995563,1.82602300444,0.0,3.0
16.0,1831,440000,5.6389799437,26.3610200563,3.0,48.0
87.5,1897,460000,65.3476656416,109.652334358,3.0,100.0
95.8,1948,480000,86.2989399165,105.301060084,58.0,100.0
3.4,2065,500000,1.81111302659,4.98888697341,1.0,8.0
