avg_score,episode_count,frame_count,interval_lower,interval_upper,min,max
10.7,198,20000,4.31900570598,17.080994294,1.0,25.0
8.7,335,40000,-0.298534014379,17.6985340144,1.0,43.0
11.8,450,60000,0.999400439804,22.6005995602,2.0,53.0
45.9,527,80000,22.8811382222,68.9188617778,2.0,100.0
14.5,614,100000,2.96398420153,26.0360157985,5.0,53.0
59.5,690,120000,35.3438284894,83.6561715106,17.0,100.0
78.8,782,140000,59.027716864,98.572283136,29.0,100.0
47.7,871,160000,24.6895381849,70.7104618151,2.0,100.0
26.5,942,180000,6.64607127092,46.3539287291,1.0,94.0
51.8,1017,200000,23.5581458344,80.0418541656,2.0,100.0
7.8,1111,220000,3.72811710707,11.8718828929,2.0,20.0
14.0,1181,240000,3.09879109126,24.9012089087,0.0,52.0
57.6,1261,260000,28.661280876,86.538719124,8.0,100.0
64.8,1316,280000,34.4934722478,95.1065277522,1.0,100.0
80.1,1397,300000,59.1122687496,101.08773125,36.0,100.0
22.3,1483,320000,1.21604260429,43.3839573957,1.0,100.0
35.9,1558,340000,10.7787359371,61.0212640629,10.0,100.0
6.8,1633,360000,2.56386280894,11.0361371911,0.0,18.0
74.9,1725,380000,49.8444605506,99.9555394494,19.0,100.0
96.5,1771,400000,90.3255125747,102.674487425,73.0,100.0
74.0,1851,420000,48.2559844673,99.7440155327,19.0,100.0
10.2,1937,440000,3.32363755555,17.0763624444,1.0,27.0
86.1,1996,460000,65.0824889188,107.117511081,26.0,100.0
85.0,2069,480000,61.3944264388,108.605573561,5.0,100.0
31.7,2177,500000,9.09087366038,54.3091263396,2.0,88.0
