avg_score,episode_count,frame_count,interval_lower,interval_upper,min,max
2.1,216,20000,0.958911678544,3.24108832146,1.0,6.0
25.9,354,40000,12.9335873696,38.8664126304,2.0,56.0
18.1,452,60000,5.52992182031,30.6700781797,1.0,57.0
95.2,523,80000,87.6836445321,102.716355468,70.0,100.0
7.5,584,100000,-0.959177333209,15.9591773332,0.0,39.0
71.1,650,120000,42.8689190774,99.3310809226,2.0,100.0
55.5,730,140000,31.4902094134,79.5097905866,2.0,100.0
72.9,804,160000,44.9787728966,100.821227103,3.0,100.0
87.5,848,180000,66.6705396805,108.32946032,10.0,100.0
10.5,913,200000,2.12865995516,18.8713400448,1.0,41.0
90.1,975,220000,67.7046440889,112.495355911,1.0,100.0
80.4,1042,240000,50.8392228664,109.960777134,1.0,100.0
87.4,1087,260000,66.611663216,108.188336784,12.0,100.0
8.0,1142,280000,5.15851288131,10.8414871187,1.0,14.0
45.4,1209,300000,11.7246586029,79.0753413971,4.0,100.0
93.9,1275,320000,84.8737062971,102.926293703,65.0,100.0
2.7,1365,340000,0.338238584966,5.06176141503,0.0,10.0
14.2,1464,360000,4.74693749596,23.653062504,2.0,37.0
14.4,1529,380000,6.3052555216,22.4947444784,2.0,32.0
66.9,1603,400000,35.3062847675,98.4937152325,1.0,100.0
57.7,1658,420000,31.0124038741,84.3875961259,2.0,100.0
81.8,1709,440000,70.0900738271,93.5099261729,55.0,100.0
55.0,1760,460000,22.5792547442,87.4207452558,3.0,100.0
57.5,1837,480000,36.8845607577,78.1154392423,12.0,98.0
9.6,1919,500000,2.83702860729,16.3629713927,1.0,31.0
