avg_score,episode_count,frame_count,interval_lower,interval_upper,min,max
100.0,1,1000,100.0,100.0,100.0,100.0
100.0,4,2000,100.0,100.0,100.0,100.0
100.0,4,3000,100.0,100.0,100.0,100.0
100.0,6,4000,100.0,100.0,100.0,100.0
100.0,8,5000,100.0,100.0,100.0,100.0
100.0,10,6000,100.0,100.0,100.0,100.0
100.0,13,7000,100.0,100.0,100.0,100.0
100.0,13,8000,100.0,100.0,100.0,100.0
100.0,13,9000,100.0,100.0,100.0,100.0
100.0,14,10000,100.0,100.0,100.0,100.0
100.0,14,11000,100.0,100.0,100.0,100.0
100.0,14,12000,100.0,100.0,100.0,100.0
100.0,15,13000,100.0,100.0,100.0,100.0
100.0,16,14000,100.0,100.0,100.0,100.0
100.0,16,15000,100.0,100.0,100.0,100.0
100.0,16,16000,100.0,100.0,100.0,100.0
100.0,17,17000,100.0,100.0,100.0,100.0
100.0,20,18000,100.0,100.0,100.0,100.0
100.0,21,19000,100.0,100.0,100.0,100.0
100.0,24,20000,100.0,100.0,100.0,100.0
100.0,25,21000,100.0,100.0,100.0,100.0
100.0,26,22000,100.0,100.0,100.0,100.0
100.0,26,23000,100.0,100.0,100.0,100.0
100.0,27,24000,100.0,100.0,100.0,100.0
100.0,29,25000,100.0,100.0,100.0,100.0
