avg_score,episode_count,frame_count,interval_lower,interval_upper,min,max
1.6,13,1000,0.471437725598,2.7285622744,0.0,5.0
2.5,21,2000,0.945481179379,4.05451882062,1.0,8.0
2.8,27,3000,1.41779914238,4.18220085762,1.0,5.0
2.2,41,4000,1.19963646325,3.20036353675,1.0,5.0
1.9,47,5000,0.919731896146,2.88026810385,1.0,5.0
2.6,54,6000,0.746809826428,4.45319017357,0.0,8.0
2.1,62,7000,0.612776223123,3.58722377688,1.0,6.0
1.6,69,8000,0.285264737761,2.91473526224,0.0,5.0
1.8,77,9000,0.987860723933,2.61213927607,0.0,4.0
3.0,83,10000,1.38273780271,4.61726219729,1.0,7.0
2.4,91,11000,1.17480988884,3.62519011116,1.0,6.0
2.5,100,12000,1.22701305617,3.77298694383,1.0,5.0
2.9,107,13000,1.30219163714,4.49780836286,1.0,8.0
2.3,114,14000,0.907552887552,3.69244711245,1.0,7.0
2.2,121,15000,0.520645595489,3.87935440451,0.0,8.0
4.6,127,16000,2.30787918518,6.89212081482,1.0,12.0
3.4,135,17000,1.2093512771,5.5906487229,1.0,11.0
4.3,141,18000,0.337815244239,8.26218475576,1.0,19.0
4.7,146,19000,2.64737022972,6.75262977028,1.0,10.0
7.7,148,20000,2.07687203339,13.3231279666,1.0,25.0
