avg_score,episode_count,frame_count,interval_lower,interval_upper,min,max
1.2,14,1000,0.144326657388,2.25567334261,0.0,4.0
0.9,24,2000,0.188628400298,1.6113715997,0.0,3.0
1.0,33,3000,0.24594761242,1.75405238758,0.0,3.0
9.0,40,4000,4.14821340812,13.8517865919,1.0,19.0
13.3,42,5000,2.63582227299,23.964177727,2.0,49.0
15.4,45,6000,0.145760618243,30.6542393818,2.0,75.0
10.0,46,7000,2.79100677668,17.2089932233,1.0,34.0
8.4,50,8000,4.1052099115,12.6947900885,1.0,19.0
10.2,54,9000,3.50802402475,16.8919759752,1.0,32.0
6.5,56,10000,1.83644353814,11.1635564619,1.0,17.0
8.6,59,11000,2.16443786183,15.0355621382,1.0,31.0
11.6,63,12000,3.96803615513,19.2319638449,3.0,37.0
8.0,66,13000,1.16344317186,14.8365568281,1.0,29.0
14.0,67,14000,-3.41191706029,31.4119170603,2.0,82.0
