avg_score,episode_count,frame_count,interval_lower,interval_upper,min,max
5.1,199,20000,2.20990301249,7.99009698751,1.0,15.0
29.7,321,40000,6.64263644827,52.7573635517,1.0,100.0
9.5,420,60000,4.04939554563,14.9506044544,4.0,28.0
6.3,523,80000,2.87673503563,9.72326496437,1.0,15.0
8.2,588,100000,4.37285912425,12.0271408757,1.0,20.0
73.3,665,120000,47.8155949918,98.7844050082,10.0,100.0
75.1,740,140000,49.3903519027,100.809648097,18.0,100.0
97.0,806,160000,90.7001641907,103.299835809,72.0,100.0
74.3,860,180000,50.3855997319,98.2144002681,27.0,100.0
9.5,908,200000,4.71607390531,14.2839260947,1.0,22.0
88.1,958,220000,69.6651539884,106.534846012,28.0,100.0
71.0,1012,240000,45.9091971519,96.0908028481,5.0,100.0
63.8,1075,260000,33.1929030534,94.4070969466,1.0,100.0
63.4,1127,280000,31.9763651628,94.8236348372,2.0,100.0
71.9,1189,300000,39.5803435282,104.219656472,1.0,100.0
1.0,1253,320000,0.0461907920632,1.95380920794,0.0,4.0
76.0,1342,340000,56.9745544324,95.0254455676,38.0,100.0
72.6,1428,360000,43.2884017212,101.911598279,1.0,100.0
89.3,1474,380000,67.0329721616,111.567027838,1.0,100.0
29.5,1510,400000,7.7910164122,51.2089835878,4.0,100.0
53.4,1574,420000,23.8738657673,82.9261342327,0.0,100.0
92.1,1621,440000,74.2289584143,109.971041586,21.0,100.0
87.2,1678,460000,71.2190697503,103.18093025,37.0,100.0
48.6,1743,480000,18.901055359,78.298944641,2.0,100.0
76.8,1824,500000,54.2393372642,99.3606627358,27.0,100.0
